#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
TISSUES	BTO:0000634	Integument	40	2112	0.44	1.55e-07	9606.ENSP00000171887,9606.ENSP00000215567,9606.ENSP00000233078,9606.ENSP00000242351,9606.ENSP00000245932,9606.ENSP00000254108,9606.ENSP00000256194,9606.ENSP00000260128,9606.ENSP00000296585,9606.ENSP00000297268,9606.ENSP00000307889,9606.ENSP00000309830,9606.ENSP00000317904,9606.ENSP00000319992,9606.ENSP00000326804,9606.ENSP00000331201,9606.ENSP00000338727,9606.ENSP00000348099,9606.ENSP00000348886,9606.ENSP00000351646,9606.ENSP00000353731,9606.ENSP00000354201,9606.ENSP00000358307,9606.ENSP00000362299,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000375730,9606.ENSP00000377470,9606.ENSP00000381461,9606.ENSP00000389103,9606.ENSP00000392043,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000419088,9606.ENSP00000436049,9606.ENSP00000443459,9606.ENSP00000450436,9606.ENSP00000464342,9606.ENSP00000499387	TNS1,TECR,DAZAP1,ZC3HAV1,VASP,FUS,MICAL2,SULF1,ITGA2,COL1A2,RPL13,RPL38,GYS1,TMEM11,CUL1,HGS,LRRFIP2,PDLIM7,STOML2,STIP1,DPP4,UBE2Z,NHLRC2,ENG,RPS6,TMSB4X,CD99,RPL13A,CNP,PPME1,RPL23A,ATP2B1,EWSR1,RHOA,FAM162A,EIF3M,BCAT1,ALDH6A1,RPL36,SDF4
TISSUES	BTO:0000203	Respiratory system	35	1707	0.48	2.97e-07	9606.ENSP00000245932,9606.ENSP00000252804,9606.ENSP00000254108,9606.ENSP00000261667,9606.ENSP00000265052,9606.ENSP00000297268,9606.ENSP00000305988,9606.ENSP00000307889,9606.ENSP00000308610,9606.ENSP00000309830,9606.ENSP00000320084,9606.ENSP00000342374,9606.ENSP00000346015,9606.ENSP00000348886,9606.ENSP00000351646,9606.ENSP00000353720,9606.ENSP00000362299,9606.ENSP00000365147,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000371388,9606.ENSP00000373706,9606.ENSP00000375730,9606.ENSP00000377446,9606.ENSP00000381461,9606.ENSP00000389103,9606.ENSP00000400175,9606.ENSP00000408005,9606.ENSP00000429931,9606.ENSP00000436049,9606.ENSP00000443459,9606.ENSP00000460871,9606.ENSP00000479153,9606.ENSP00000496250,9606.ENSP00000498684	VASP,PXDN,FUS,KPNA3,MGLL,COL1A2,ALCAM,RPL13,GPD2,RPL38,CD276,SNRPD2,RPL27A,STOML2,STIP1,CES1,ENG,EFHD2,RPS6,TMSB4X,SRXN1,DIAPH1,RPL13A,SUCLG1,PPME1,RPL23A,RHOA,SLC9A3R2,EIF3H,EIF3M,BCAT1,RSL1D1,EHD1,RPL11,FHL1
TISSUES	BTO:0000511	Gastrointestinal tract	36	1816	0.46	3.82e-07	9606.ENSP00000222388,9606.ENSP00000223127,9606.ENSP00000254108,9606.ENSP00000256194,9606.ENSP00000285930,9606.ENSP00000297268,9606.ENSP00000297679,9606.ENSP00000307889,9606.ENSP00000308610,9606.ENSP00000313854,9606.ENSP00000338727,9606.ENSP00000346015,9606.ENSP00000351646,9606.ENSP00000353731,9606.ENSP00000354876,9606.ENSP00000357709,9606.ENSP00000358307,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000375730,9606.ENSP00000382814,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000392043,9606.ENSP00000393316,9606.ENSP00000399229,9606.ENSP00000400175,9606.ENSP00000411719,9606.ENSP00000417354,9606.ENSP00000429931,9606.ENSP00000431822,9606.ENSP00000460871,9606.ENSP00000496250,9606.ENSP00000498684,9606.ENSP00000499058	ABCF2,PLOD3,FUS,MICAL2,AKR1B1,COL1A2,HSD3B7,RPL13,GPD2,CLPTM1L,LRRFIP2,RPL27A,STIP1,DPP4,MT-CO2,S100A6,NHLRC2,RPS6,TMSB4X,CD99,RPL13A,FAM234A,RPL23A,PPP1R12A,ATP2B1,TMX1,MXRA8,RHOA,MPST,GOLIM4,EIF3H,FAU,RSL1D1,RPL11,FHL1,DIABLO
TISSUES	BTO:0000763	Lung	31	1395	0.51	4.42e-07	9606.ENSP00000245932,9606.ENSP00000252804,9606.ENSP00000254108,9606.ENSP00000265052,9606.ENSP00000297268,9606.ENSP00000305988,9606.ENSP00000307889,9606.ENSP00000309830,9606.ENSP00000320084,9606.ENSP00000342374,9606.ENSP00000346015,9606.ENSP00000348886,9606.ENSP00000351646,9606.ENSP00000353720,9606.ENSP00000362299,9606.ENSP00000365147,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000371388,9606.ENSP00000373706,9606.ENSP00000375730,9606.ENSP00000377446,9606.ENSP00000381461,9606.ENSP00000389103,9606.ENSP00000400175,9606.ENSP00000408005,9606.ENSP00000429931,9606.ENSP00000436049,9606.ENSP00000460871,9606.ENSP00000496250,9606.ENSP00000498684	VASP,PXDN,FUS,MGLL,COL1A2,ALCAM,RPL13,RPL38,CD276,SNRPD2,RPL27A,STOML2,STIP1,CES1,ENG,EFHD2,RPS6,TMSB4X,SRXN1,DIAPH1,RPL13A,SUCLG1,PPME1,RPL23A,RHOA,SLC9A3R2,EIF3H,EIF3M,RSL1D1,RPL11,FHL1
TISSUES	BTO:0000132	Blood platelet	16	363	0.81	5.64e-07	9606.ENSP00000171887,9606.ENSP00000245932,9606.ENSP00000261427,9606.ENSP00000296585,9606.ENSP00000308610,9606.ENSP00000319096,9606.ENSP00000340836,9606.ENSP00000348099,9606.ENSP00000357709,9606.ENSP00000373706,9606.ENSP00000377195,9606.ENSP00000389168,9606.ENSP00000393316,9606.ENSP00000400175,9606.ENSP00000456436,9606.ENSP00000479153	TNS1,VASP,UBE2K,ITGA2,GPD2,RAP2B,OSTF1,PDLIM7,S100A6,DIAPH1,DBN1,PPP1R12A,TMX1,RHOA,CNN2,EHD1
TISSUES	BTO:0000988	Pancreas	19	626	0.65	6.34e-06	9606.ENSP00000078429,9606.ENSP00000223127,9606.ENSP00000265052,9606.ENSP00000297268,9606.ENSP00000301587,9606.ENSP00000307889,9606.ENSP00000348886,9606.ENSP00000353731,9606.ENSP00000354201,9606.ENSP00000366757,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000375730,9606.ENSP00000389103,9606.ENSP00000399229,9606.ENSP00000411719,9606.ENSP00000496250,9606.ENSP00000499387	GNA11,PLOD3,MGLL,COL1A2,ATP5PD,RPL13,STOML2,DPP4,UBE2Z,LMO7,RPS6,TMSB4X,CD99,RPL13A,RPL23A,MXRA8,MPST,RPL11,SDF4
TISSUES	BTO:0000284	Organism form	41	2542	0.37	6.86e-06	9606.ENSP00000223641,9606.ENSP00000233078,9606.ENSP00000251157,9606.ENSP00000252711,9606.ENSP00000253108,9606.ENSP00000261427,9606.ENSP00000285930,9606.ENSP00000289968,9606.ENSP00000293379,9606.ENSP00000294785,9606.ENSP00000297268,9606.ENSP00000304102,9606.ENSP00000305988,9606.ENSP00000319096,9606.ENSP00000319992,9606.ENSP00000331201,9606.ENSP00000338727,9606.ENSP00000348099,9606.ENSP00000353720,9606.ENSP00000353731,9606.ENSP00000354677,9606.ENSP00000354876,9606.ENSP00000357709,9606.ENSP00000359504,9606.ENSP00000360882,9606.ENSP00000362299,9606.ENSP00000369757,9606.ENSP00000370588,9606.ENSP00000375730,9606.ENSP00000384126,9606.ENSP00000389103,9606.ENSP00000391942,9606.ENSP00000399229,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000408005,9606.ENSP00000419325,9606.ENSP00000431822,9606.ENSP00000456436,9606.ENSP00000479153,9606.ENSP00000499387	SEC61B,DAZAP1,DOCK7,NDUFA10,EIF3G,UBE2K,AKR1B1,ARHGAP17,ITGA5,NCSTN,COL1A2,COPS6,ALCAM,RAP2B,TMEM11,HGS,LRRFIP2,PDLIM7,CES1,DPP4,GPX7,MT-CO2,S100A6,GBP1,COL5A1,ENG,RPS6,CD99,RPL13A,LRRC32,RPL23A,NECAP2,MXRA8,EWSR1,RHOA,SLC9A3R2,SUCLG2,FAU,CNN2,EHD1,SDF4
TISSUES	BTO:0000080	Male reproductive gland	42	2658	0.37	7.63e-06	9606.ENSP00000078429,9606.ENSP00000215567,9606.ENSP00000233078,9606.ENSP00000256194,9606.ENSP00000260128,9606.ENSP00000270176,9606.ENSP00000294785,9606.ENSP00000307889,9606.ENSP00000308610,9606.ENSP00000309830,9606.ENSP00000314615,9606.ENSP00000319992,9606.ENSP00000326261,9606.ENSP00000326804,9606.ENSP00000338727,9606.ENSP00000346015,9606.ENSP00000351646,9606.ENSP00000353731,9606.ENSP00000355467,9606.ENSP00000356056,9606.ENSP00000362299,9606.ENSP00000363205,9606.ENSP00000365147,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000375730,9606.ENSP00000377195,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000391942,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000408005,9606.ENSP00000419088,9606.ENSP00000419325,9606.ENSP00000431822,9606.ENSP00000479153,9606.ENSP00000496250,9606.ENSP00000498684,9606.ENSP00000499387	GNA11,TECR,DAZAP1,MICAL2,SULF1,SCYL1,NCSTN,RPL13,GPD2,RPL38,ARFGAP1,TMEM11,SRRM1,CUL1,LRRFIP2,RPL27A,STIP1,DPP4,SCCPDH,DYNLT1,ENG,NFS1,EFHD2,RBBP7,RPS6,TMSB4X,CD99,RPL13A,DBN1,RPL23A,PPP1R12A,NECAP2,EWSR1,RHOA,SLC9A3R2,FAM162A,SUCLG2,FAU,EHD1,RPL11,FHL1,SDF4
TISSUES	BTO:0000082	Male reproductive system	43	2838	0.35	1.59e-05	9606.ENSP00000078429,9606.ENSP00000215567,9606.ENSP00000233078,9606.ENSP00000256194,9606.ENSP00000260128,9606.ENSP00000270176,9606.ENSP00000294785,9606.ENSP00000307889,9606.ENSP00000308610,9606.ENSP00000309830,9606.ENSP00000314615,9606.ENSP00000319992,9606.ENSP00000326261,9606.ENSP00000326804,9606.ENSP00000338727,9606.ENSP00000346015,9606.ENSP00000351646,9606.ENSP00000353731,9606.ENSP00000355467,9606.ENSP00000356056,9606.ENSP00000362299,9606.ENSP00000363205,9606.ENSP00000365147,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000375730,9606.ENSP00000377195,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000391942,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000408005,9606.ENSP00000419088,9606.ENSP00000419325,9606.ENSP00000431822,9606.ENSP00000460871,9606.ENSP00000479153,9606.ENSP00000496250,9606.ENSP00000498684,9606.ENSP00000499387	GNA11,TECR,DAZAP1,MICAL2,SULF1,SCYL1,NCSTN,RPL13,GPD2,RPL38,ARFGAP1,TMEM11,SRRM1,CUL1,LRRFIP2,RPL27A,STIP1,DPP4,SCCPDH,DYNLT1,ENG,NFS1,EFHD2,RBBP7,RPS6,TMSB4X,CD99,RPL13A,DBN1,RPL23A,PPP1R12A,NECAP2,EWSR1,RHOA,SLC9A3R2,FAM162A,SUCLG2,FAU,RSL1D1,EHD1,RPL11,FHL1,SDF4
TISSUES	BTO:0000887	Muscle	24	1070	0.52	2.28e-05	9606.ENSP00000225665,9606.ENSP00000246337,9606.ENSP00000261667,9606.ENSP00000285930,9606.ENSP00000307889,9606.ENSP00000317904,9606.ENSP00000338727,9606.ENSP00000348886,9606.ENSP00000354876,9606.ENSP00000356056,9606.ENSP00000357873,9606.ENSP00000369757,9606.ENSP00000370839,9606.ENSP00000375730,9606.ENSP00000377195,9606.ENSP00000377446,9606.ENSP00000389103,9606.ENSP00000392043,9606.ENSP00000400142,9606.ENSP00000411719,9606.ENSP00000436049,9606.ENSP00000450436,9606.ENSP00000498684,9606.ENSP00000499058	SLC25A11,UROD,KPNA3,AKR1B1,RPL13,GYS1,LRRFIP2,STOML2,MT-CO2,DYNLT1,ACADSB,RPS6,SGCB,RPL13A,DBN1,SUCLG1,RPL23A,ATP2B1,EWSR1,MPST,EIF3M,ALDH6A1,FHL1,DIABLO
TISSUES	BTO:0000174	Embryonic structure	38	2369	0.37	2.48e-05	9606.ENSP00000223641,9606.ENSP00000233078,9606.ENSP00000251157,9606.ENSP00000252711,9606.ENSP00000253108,9606.ENSP00000261427,9606.ENSP00000285930,9606.ENSP00000289968,9606.ENSP00000293379,9606.ENSP00000294785,9606.ENSP00000297268,9606.ENSP00000304102,9606.ENSP00000305988,9606.ENSP00000319096,9606.ENSP00000319992,9606.ENSP00000331201,9606.ENSP00000338727,9606.ENSP00000348099,9606.ENSP00000353720,9606.ENSP00000353731,9606.ENSP00000354677,9606.ENSP00000354876,9606.ENSP00000357709,9606.ENSP00000359504,9606.ENSP00000360882,9606.ENSP00000362299,9606.ENSP00000369757,9606.ENSP00000375730,9606.ENSP00000389103,9606.ENSP00000391942,9606.ENSP00000399229,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000408005,9606.ENSP00000419325,9606.ENSP00000431822,9606.ENSP00000456436,9606.ENSP00000479153	SEC61B,DAZAP1,DOCK7,NDUFA10,EIF3G,UBE2K,AKR1B1,ARHGAP17,ITGA5,NCSTN,COL1A2,COPS6,ALCAM,RAP2B,TMEM11,HGS,LRRFIP2,PDLIM7,CES1,DPP4,GPX7,MT-CO2,S100A6,GBP1,COL5A1,ENG,RPS6,RPL13A,RPL23A,NECAP2,MXRA8,EWSR1,RHOA,SLC9A3R2,SUCLG2,FAU,CNN2,EHD1
TISSUES	BTO:0001424	Uterus	24	1117	0.5	4.57e-05	9606.ENSP00000215567,9606.ENSP00000225665,9606.ENSP00000242351,9606.ENSP00000256194,9606.ENSP00000261427,9606.ENSP00000265052,9606.ENSP00000289968,9606.ENSP00000297268,9606.ENSP00000301587,9606.ENSP00000317904,9606.ENSP00000326804,9606.ENSP00000348099,9606.ENSP00000353731,9606.ENSP00000357113,9606.ENSP00000359504,9606.ENSP00000367038,9606.ENSP00000370588,9606.ENSP00000375730,9606.ENSP00000388996,9606.ENSP00000419325,9606.ENSP00000436049,9606.ENSP00000443459,9606.ENSP00000456436,9606.ENSP00000499058	TECR,SLC25A11,ZC3HAV1,MICAL2,UBE2K,MGLL,ARHGAP17,COL1A2,ATP5PD,GYS1,CUL1,PDLIM7,DPP4,IFI16,GBP1,RRBP1,CD99,RPL13A,AP1M1,SUCLG2,EIF3M,BCAT1,CNN2,DIABLO
TISSUES	BTO:0005810	Immune system	30	1664	0.42	5.52e-05	9606.ENSP00000233078,9606.ENSP00000245932,9606.ENSP00000301587,9606.ENSP00000307889,9606.ENSP00000309830,9606.ENSP00000314615,9606.ENSP00000326261,9606.ENSP00000338727,9606.ENSP00000342374,9606.ENSP00000346015,9606.ENSP00000353720,9606.ENSP00000357113,9606.ENSP00000362299,9606.ENSP00000364721,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000375730,9606.ENSP00000388996,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000391942,9606.ENSP00000400142,9606.ENSP00000419088,9606.ENSP00000436049,9606.ENSP00000450436,9606.ENSP00000460871,9606.ENSP00000464342,9606.ENSP00000479153,9606.ENSP00000496250	DAZAP1,VASP,ATP5PD,RPL13,RPL38,ARFGAP1,SRRM1,LRRFIP2,SNRPD2,RPL27A,CES1,IFI16,ENG,MAPRE1,RPS6,TMSB4X,CD99,RPL13A,AP1M1,RPL23A,PPP1R12A,NECAP2,EWSR1,FAM162A,EIF3M,ALDH6A1,RSL1D1,RPL36,EHD1,RPL11
TISSUES	BTO:0001485	Muscular system	25	1220	0.48	5.70e-05	9606.ENSP00000204566,9606.ENSP00000225665,9606.ENSP00000246337,9606.ENSP00000261667,9606.ENSP00000285930,9606.ENSP00000307889,9606.ENSP00000317904,9606.ENSP00000338727,9606.ENSP00000348886,9606.ENSP00000354876,9606.ENSP00000356056,9606.ENSP00000357873,9606.ENSP00000369757,9606.ENSP00000370839,9606.ENSP00000375730,9606.ENSP00000377195,9606.ENSP00000377446,9606.ENSP00000389103,9606.ENSP00000392043,9606.ENSP00000400142,9606.ENSP00000411719,9606.ENSP00000436049,9606.ENSP00000450436,9606.ENSP00000498684,9606.ENSP00000499058	SPG21,SLC25A11,UROD,KPNA3,AKR1B1,RPL13,GYS1,LRRFIP2,STOML2,MT-CO2,DYNLT1,ACADSB,RPS6,SGCB,RPL13A,DBN1,SUCLG1,RPL23A,ATP2B1,EWSR1,MPST,EIF3M,ALDH6A1,FHL1,DIABLO
TISSUES	BTO:0001486	Skeletal system	26	1307	0.47	5.70e-05	9606.ENSP00000204566,9606.ENSP00000246337,9606.ENSP00000252804,9606.ENSP00000256196,9606.ENSP00000294785,9606.ENSP00000297268,9606.ENSP00000305988,9606.ENSP00000338727,9606.ENSP00000340836,9606.ENSP00000353731,9606.ENSP00000356056,9606.ENSP00000357113,9606.ENSP00000357873,9606.ENSP00000358272,9606.ENSP00000362299,9606.ENSP00000369071,9606.ENSP00000369757,9606.ENSP00000370839,9606.ENSP00000375730,9606.ENSP00000377195,9606.ENSP00000377446,9606.ENSP00000392043,9606.ENSP00000400175,9606.ENSP00000411719,9606.ENSP00000498684,9606.ENSP00000499387	SPG21,UROD,PXDN,RRAS2,NCSTN,COL1A2,ALCAM,LRRFIP2,OSTF1,DPP4,DYNLT1,IFI16,ACADSB,NDUFAF4,ENG,POSTN,RPS6,SGCB,RPL13A,DBN1,SUCLG1,ATP2B1,RHOA,MPST,FHL1,SDF4
TISSUES	BTO:0000753	Lymphoid tissue	29	1600	0.43	7.28e-05	9606.ENSP00000233078,9606.ENSP00000245932,9606.ENSP00000301587,9606.ENSP00000307889,9606.ENSP00000309830,9606.ENSP00000314615,9606.ENSP00000326261,9606.ENSP00000338727,9606.ENSP00000342374,9606.ENSP00000346015,9606.ENSP00000357113,9606.ENSP00000362299,9606.ENSP00000364721,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000375730,9606.ENSP00000388996,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000391942,9606.ENSP00000400142,9606.ENSP00000419088,9606.ENSP00000436049,9606.ENSP00000450436,9606.ENSP00000460871,9606.ENSP00000464342,9606.ENSP00000479153,9606.ENSP00000496250	DAZAP1,VASP,ATP5PD,RPL13,RPL38,ARFGAP1,SRRM1,LRRFIP2,SNRPD2,RPL27A,IFI16,ENG,MAPRE1,RPS6,TMSB4X,CD99,RPL13A,AP1M1,RPL23A,PPP1R12A,NECAP2,EWSR1,FAM162A,EIF3M,ALDH6A1,RSL1D1,RPL36,EHD1,RPL11
TISSUES	BTO:0003096	Internal male genital organ	37	2388	0.36	7.30e-05	9606.ENSP00000215567,9606.ENSP00000233078,9606.ENSP00000256194,9606.ENSP00000260128,9606.ENSP00000270176,9606.ENSP00000294785,9606.ENSP00000307889,9606.ENSP00000309830,9606.ENSP00000314615,9606.ENSP00000319992,9606.ENSP00000326261,9606.ENSP00000326804,9606.ENSP00000338727,9606.ENSP00000346015,9606.ENSP00000351646,9606.ENSP00000353731,9606.ENSP00000355467,9606.ENSP00000356056,9606.ENSP00000362299,9606.ENSP00000365147,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000375730,9606.ENSP00000377195,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000391942,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000408005,9606.ENSP00000419088,9606.ENSP00000419325,9606.ENSP00000431822,9606.ENSP00000479153,9606.ENSP00000496250,9606.ENSP00000498684,9606.ENSP00000499387	TECR,DAZAP1,MICAL2,SULF1,SCYL1,NCSTN,RPL13,RPL38,ARFGAP1,TMEM11,SRRM1,CUL1,LRRFIP2,RPL27A,STIP1,DPP4,SCCPDH,DYNLT1,ENG,EFHD2,RPS6,TMSB4X,RPL13A,DBN1,RPL23A,PPP1R12A,NECAP2,EWSR1,RHOA,SLC9A3R2,FAM162A,SUCLG2,FAU,EHD1,RPL11,FHL1,SDF4
TISSUES	BTO:0000671	Kidney	22	1039	0.49	0.00015	9606.ENSP00000242351,9606.ENSP00000251157,9606.ENSP00000285930,9606.ENSP00000307889,9606.ENSP00000317904,9606.ENSP00000319992,9606.ENSP00000340836,9606.ENSP00000346015,9606.ENSP00000348099,9606.ENSP00000353731,9606.ENSP00000362299,9606.ENSP00000363809,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370588,9606.ENSP00000371388,9606.ENSP00000375730,9606.ENSP00000381461,9606.ENSP00000400175,9606.ENSP00000408005,9606.ENSP00000411719,9606.ENSP00000464342	ZC3HAV1,DOCK7,AKR1B1,RPL13,GYS1,TMEM11,OSTF1,RPL27A,PDLIM7,DPP4,ENG,SLC39A7,RBBP7,RPS6,CD99,SRXN1,RPL13A,PPME1,RHOA,SLC9A3R2,MPST,RPL36
TISSUES	BTO:0000140	Bone	9	165	0.9	0.00017	9606.ENSP00000256196,9606.ENSP00000297268,9606.ENSP00000358272,9606.ENSP00000369757,9606.ENSP00000375730,9606.ENSP00000377195,9606.ENSP00000392043,9606.ENSP00000400175,9606.ENSP00000499387	RRAS2,COL1A2,NDUFAF4,RPS6,RPL13A,DBN1,ATP2B1,RHOA,SDF4
TISSUES	BTO:0000254	Female reproductive gland	41	3017	0.3	0.00041	9606.ENSP00000078429,9606.ENSP00000215567,9606.ENSP00000233078,9606.ENSP00000251157,9606.ENSP00000254108,9606.ENSP00000256194,9606.ENSP00000270176,9606.ENSP00000294785,9606.ENSP00000307889,9606.ENSP00000308610,9606.ENSP00000309830,9606.ENSP00000313854,9606.ENSP00000314615,9606.ENSP00000326261,9606.ENSP00000326804,9606.ENSP00000338727,9606.ENSP00000339587,9606.ENSP00000348099,9606.ENSP00000351646,9606.ENSP00000355467,9606.ENSP00000356056,9606.ENSP00000357873,9606.ENSP00000362299,9606.ENSP00000363205,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000375730,9606.ENSP00000377195,9606.ENSP00000382814,9606.ENSP00000389103,9606.ENSP00000389168,9606.ENSP00000391942,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000408005,9606.ENSP00000419325,9606.ENSP00000443459,9606.ENSP00000479153,9606.ENSP00000498684	GNA11,TECR,DAZAP1,DOCK7,FUS,MICAL2,SCYL1,NCSTN,RPL13,GPD2,RPL38,CLPTM1L,ARFGAP1,SRRM1,CUL1,LRRFIP2,GSDME,PDLIM7,STIP1,SCCPDH,DYNLT1,ACADSB,ENG,NFS1,RBBP7,RPS6,TMSB4X,CD99,RPL13A,DBN1,FAM234A,RPL23A,PPP1R12A,NECAP2,EWSR1,RHOA,SLC9A3R2,SUCLG2,BCAT1,EHD1,FHL1
TISSUES	BTO:0000431	Excretory gland	25	1385	0.42	0.00044	9606.ENSP00000242351,9606.ENSP00000251157,9606.ENSP00000285930,9606.ENSP00000307889,9606.ENSP00000317904,9606.ENSP00000319992,9606.ENSP00000339587,9606.ENSP00000340836,9606.ENSP00000346015,9606.ENSP00000348099,9606.ENSP00000353731,9606.ENSP00000357873,9606.ENSP00000362299,9606.ENSP00000363809,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370588,9606.ENSP00000371388,9606.ENSP00000375730,9606.ENSP00000381461,9606.ENSP00000400175,9606.ENSP00000408005,9606.ENSP00000411719,9606.ENSP00000419325,9606.ENSP00000464342	ZC3HAV1,DOCK7,AKR1B1,RPL13,GYS1,TMEM11,GSDME,OSTF1,RPL27A,PDLIM7,DPP4,ACADSB,ENG,SLC39A7,RBBP7,RPS6,CD99,SRXN1,RPL13A,PPME1,RHOA,SLC9A3R2,MPST,SUCLG2,RPL36
TISSUES	BTO:0001253	Skin	22	1151	0.45	0.00069	9606.ENSP00000171887,9606.ENSP00000215567,9606.ENSP00000245932,9606.ENSP00000297268,9606.ENSP00000307889,9606.ENSP00000309830,9606.ENSP00000317904,9606.ENSP00000331201,9606.ENSP00000348886,9606.ENSP00000351646,9606.ENSP00000362299,9606.ENSP00000369757,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000375730,9606.ENSP00000377470,9606.ENSP00000381461,9606.ENSP00000389103,9606.ENSP00000400142,9606.ENSP00000400175,9606.ENSP00000464342,9606.ENSP00000499387	TNS1,TECR,VASP,COL1A2,RPL13,RPL38,GYS1,HGS,STOML2,STIP1,ENG,RPS6,TMSB4X,CD99,RPL13A,CNP,PPME1,RPL23A,EWSR1,RHOA,RPL36,SDF4
TISSUES	BTO:0003092	Urinary system	23	1249	0.43	0.00075	9606.ENSP00000242351,9606.ENSP00000251157,9606.ENSP00000285930,9606.ENSP00000307889,9606.ENSP00000317904,9606.ENSP00000319992,9606.ENSP00000340836,9606.ENSP00000346015,9606.ENSP00000347649,9606.ENSP00000348099,9606.ENSP00000353731,9606.ENSP00000362299,9606.ENSP00000363809,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370588,9606.ENSP00000371388,9606.ENSP00000375730,9606.ENSP00000381461,9606.ENSP00000400175,9606.ENSP00000408005,9606.ENSP00000411719,9606.ENSP00000464342	ZC3HAV1,DOCK7,AKR1B1,RPL13,GYS1,TMEM11,OSTF1,RPL27A,P3H4,PDLIM7,DPP4,ENG,SLC39A7,RBBP7,RPS6,CD99,SRXN1,RPL13A,PPME1,RHOA,SLC9A3R2,MPST,RPL36
TISSUES	BTO:0001244	Urinary tract	23	1258	0.43	0.00082	9606.ENSP00000242351,9606.ENSP00000251157,9606.ENSP00000285930,9606.ENSP00000307889,9606.ENSP00000317904,9606.ENSP00000319992,9606.ENSP00000340836,9606.ENSP00000346015,9606.ENSP00000347649,9606.ENSP00000348099,9606.ENSP00000353731,9606.ENSP00000362299,9606.ENSP00000363809,9606.ENSP00000369424,9606.ENSP00000369757,9606.ENSP00000370588,9606.ENSP00000371388,9606.ENSP00000375730,9606.ENSP00000381461,9606.ENSP00000400175,9606.ENSP00000408005,9606.ENSP00000411719,9606.ENSP00000464342	ZC3HAV1,DOCK7,AKR1B1,RPL13,GYS1,TMEM11,OSTF1,RPL27A,P3H4,PDLIM7,DPP4,ENG,SLC39A7,RBBP7,RPS6,CD99,SRXN1,RPL13A,PPME1,RHOA,SLC9A3R2,MPST,RPL36
TISSUES	BTO:0000775	Lymphocyte	16	698	0.53	0.0014	9606.ENSP00000233078,9606.ENSP00000307889,9606.ENSP00000309830,9606.ENSP00000326261,9606.ENSP00000342374,9606.ENSP00000346015,9606.ENSP00000357113,9606.ENSP00000364721,9606.ENSP00000370010,9606.ENSP00000370588,9606.ENSP00000388996,9606.ENSP00000389168,9606.ENSP00000450436,9606.ENSP00000460871,9606.ENSP00000464342,9606.ENSP00000496250	DAZAP1,RPL13,RPL38,SRRM1,SNRPD2,RPL27A,IFI16,MAPRE1,TMSB4X,CD99,AP1M1,PPP1R12A,ALDH6A1,RSL1D1,RPL36,RPL11
